Points;Place;Candidate;Vote;Country;Name;Sex;Type
5;;Sam Kerr;Total;Bhutan;;Women's;Player
6;;Delphine Cascarino;Total;Bolivia;;Women's;Player
2;;Pernille Harder;Total;Bolivia;;Women's;Player
10;;Wendie Renard;Total;Bolivia;;Women's;Player
13;;Dzsenifer Marozsán;Total;Bosnia and Herzegovina;;Women's;Player
4;;Lucy Bronze;Total;Bosnia and Herzegovina;;Women's;Player
8;;Pernille Harder;Total;Bosnia and Herzegovina;;Women's;Player
1;;Saki Kumagai;Total;Bosnia and Herzegovina;;Women's;Player
1;;Wendie Renard;Total;Bosnia and Herzegovina;;Women's;Player
3;;Caroline Graham Hansen;Total;Botswana;;Women's;Player
1;;Jennifer Hermoso;Total;Botswana;;Women's;Player
1;;Ji So-yun;Total;Botswana;;Women's;Player
8;;Lucy Bronze;Total;Botswana;;Women's;Player
5;;Pernille Harder;Total;Botswana;;Women's;Player
3;;Jennifer Hermoso;Total;Brazil;;Women's;Player
13;;Pernille Harder;Total;Brazil;;Women's;Player
3;;Vivianne Miedema;Total;Brazil;;Women's;Player
8;;Wendie Renard;Total;Brazil;;Women's;Player
5;;Caroline Graham Hansen;Total;British Virgin Islands;;Women's;Player
6;;Delphine Cascarino;Total;British Virgin Islands;;Women's;Player
4;;Jennifer Hermoso;Total;British Virgin Islands;;Women's;Player
6;;Lucy Bronze;Total;British Virgin Islands;;Women's;Player
6;;Pernille Harder;Total;British Virgin Islands;;Women's;Player
4;;Delphine Cascarino;Total;Bulgaria;;Women's;Player
6;;Lucy Bronze;Total;Bulgaria;;Women's;Player
10;;Pernille Harder;Total;Bulgaria;;Women's;Player
3;;Sam Kerr;Total;Bulgaria;;Women's;Player
4;;Wendie Renard;Total;Bulgaria;;Women's;Player
1;;Caroline Graham Hansen;Total;Burkina Faso;;Women's;Player
7;;Delphine Cascarino;Total;Burkina Faso;;Women's;Player
5;;Lucy Bronze;Total;Burkina Faso;;Women's;Player
1;;Pernille Harder;Total;Burkina Faso;;Women's;Player
5;;Vivianne Miedema;Total;Burkina Faso;;Women's;Player
8;;Wendie Renard;Total;Burkina Faso;;Women's;Player
6;;Caroline Graham Hansen;Total;Burundi;;Women's;Player
3;;Delphine Cascarino;Total;Burundi;;Women's;Player
3;;Jennifer Hermoso;Total;Burundi;;Women's;Player
3;;Lucy Bronze;Total;Burundi;;Women's;Player
6;;Vivianne Miedema;Total;Burundi;;Women's;Player
6;;Wendie Renard;Total;Burundi;;Women's;Player
8;;Dzsenifer Marozsán;Total;Cabo Verde;;Women's;Player
1;;Lucy Bronze;Total;Cabo Verde;;Women's;Player
1;;Pernille Harder;Total;Cabo Verde;;Women's;Player
5;;Vivianne Miedema;Total;Cabo Verde;;Women's;Player
3;;Wendie Renard;Total;Cabo Verde;;Women's;Player
4;;Delphine Cascarino;Total;Cambodia;;Women's;Player
5;;Ji So-yun;Total;Cambodia;;Women's;Player
1;;Lucy Bronze;Total;Cambodia;;Women's;Player
4;;Pernille Harder;Total;Cambodia;;Women's;Player
5;;Sam Kerr;Total;Cambodia;;Women's;Player
3;;Vivianne Miedema;Total;Cambodia;;Women's;Player
5;;Wendie Renard;Total;Cambodia;;Women's;Player
1;;Caroline Graham Hansen;Total;Cameroon;;Women's;Player
10;;Delphine Cascarino;Total;Cameroon;;Women's;Player
1;;Jennifer Hermoso;Total;Cameroon;;Women's;Player
3;;Lucy Bronze;Total;Cameroon;;Women's;Player
3;;Wendie Renard;Total;Cameroon;;Women's;Player
3;;Delphine Cascarino;Total;Canada;;Women's;Player
3;;Dzsenifer Marozsán;Total;Canada;;Women's;Player
10;;Lucy Bronze;Total;Canada;;Women's;Player
5;;Pernille Harder;Total;Canada;;Women's;Player
4;;Sam Kerr;Total;Canada;;Women's;Player
1;;Vivianne Miedema;Total;Canada;;Women's;Player
1;;Wendie Renard;Total;Canada;;Women's;Player
5;;Caroline Graham Hansen;Total;Cayman Islands;;Women's;Player
3;;Dzsenifer Marozsán;Total;Cayman Islands;;Women's;Player
5;;Jennifer Hermoso;Total;Cayman Islands;;Women's;Player
1;;Ji So-yun;Total;Cayman Islands;;Women's;Player
1;;Lucy Bronze;Total;Cayman Islands;;Women's;Player
8;;Pernille Harder;Total;Cayman Islands;;Women's;Player
3;;Sam Kerr;Total;Cayman Islands;;Women's;Player
1;;Vivianne Miedema;Total;Cayman Islands;;Women's;Player
5;;Caroline Graham Hansen;Total;Central African Republic;;Women's;Player
5;;Delphine Cascarino;Total;Central African Republic;;Women's;Player
1;;Saki Kumagai;Total;Central African Republic;;Women's;Player
3;;Vivianne Miedema;Total;Central African Republic;;Women's;Player
4;;Wendie Renard;Total;Central African Republic;;Women's;Player
5;;Delphine Cascarino;Total;Chad;;Women's;Player
1;;Dzsenifer Marozsán;Total;Chad;;Women's;Player
3;;Pernille Harder;Total;Chad;;Women's;Player
1;;Delphine Cascarino;Total;Chile;;Women's;Player
1;;Dzsenifer Marozsán;Total;Chile;;Women's;Player
8;;Jennifer Hermoso;Total;Chile;;Women's;Player
4;;Lucy Bronze;Total;Chile;;Women's;Player
5;;Sam Kerr;Total;Chile;;Women's;Player
5;;Vivianne Miedema;Total;Chile;;Women's;Player
3;;Wendie Renard;Total;Chile;;Women's;Player
8;;Lucy Bronze;Total;China PR;;Women's;Player
5;;Pernille Harder;Total;China PR;;Women's;Player
6;;Saki Kumagai;Total;China PR;;Women's;Player
4;;Sam Kerr;Total;China PR;;Women's;Player
1;;Vivianne Miedema;Total;China PR;;Women's;Player
3;;Wendie Renard;Total;China PR;;Women's;Player
1;;Delphine Cascarino;Total;Chinese Taipei;;Women's;Player
5;;Pernille Harder;Total;Chinese Taipei;;Women's;Player
10;;Saki Kumagai;Total;Chinese Taipei;;Women's;Player
6;;Sam Kerr;Total;Chinese Taipei;;Women's;Player
1;;Vivianne Miedema;Total;Chinese Taipei;;Women's;Player
4;;Wendie Renard;Total;Chinese Taipei;;Women's;Player
5;;Delphine Cascarino;Total;Colombia;;Women's;Player
5;;Jennifer Hermoso;Total;Colombia;;Women's;Player
7;;Lucy Bronze;Total;Colombia;;Women's;Player
3;;Pernille Harder;Total;Colombia;;Women's;Player
4;;Vivianne Miedema;Total;Colombia;;Women's;Player
3;;Wendie Renard;Total;Colombia;;Women's;Player
2;;Caroline Graham Hansen;Total;Comoros;;Women's;Player
5;;Delphine Cascarino;Total;Comoros;;Women's;Player
3;;Dzsenifer Marozsán;Total;Comoros;;Women's;Player
8;;Lucy Bronze;Total;Comoros;;Women's;Player
6;;Pernille Harder;Total;Comoros;;Women's;Player
3;;Sam Kerr;Total;Comoros;;Women's;Player
3;;Caroline Graham Hansen;Total;Congo;;Women's;Player
8;;Delphine Cascarino;Total;Congo;;Women's;Player
1;;Jennifer Hermoso;Total;Congo;;Women's;Player
5;;Lucy Bronze;Total;Congo;;Women's;Player
6;;Pernille Harder;Total;Congo;;Women's;Player
1;;Vivianne Miedema;Total;Congo;;Women's;Player
3;;Wendie Renard;Total;Congo;;Women's;Player
5;;Caroline Graham Hansen;Total;Congo DR;;Women's;Player
3;;Delphine Cascarino;Total;Congo DR;;Women's;Player
1;;Dzsenifer Marozsán;Total;Congo DR;;Women's;Player
3;;Vivianne Miedema;Total;Congo DR;;Women's;Player
6;;Wendie Renard;Total;Congo DR;;Women's;Player
3;;Caroline Graham Hansen;Total;Cook Islands;;Women's;Player
1;;Jennifer Hermoso;Total;Cook Islands;;Women's;Player
3;;Lucy Bronze;Total;Cook Islands;;Women's;Player
5;;Saki Kumagai;Total;Cook Islands;;Women's;Player
6;;Sam Kerr;Total;Cook Islands;;Women's;Player
3;;Delphine Cascarino;Total;Costa Rica;;Women's;Player
5;;Dzsenifer Marozsán;Total;Costa Rica;;Women's;Player
4;;Lucy Bronze;Total;Costa Rica;;Women's;Player
1;;Pernille Harder;Total;Costa Rica;;Women's;Player
1;;Sam Kerr;Total;Costa Rica;;Women's;Player
3;;Vivianne Miedema;Total;Costa Rica;;Women's;Player
10;;Wendie Renard;Total;Costa Rica;;Women's;Player
1;;Caroline Graham Hansen;Total;Côte d'Ivoire;;Women's;Player
5;;Dzsenifer Marozsán;Total;Côte d'Ivoire;;Women's;Player
3;;Ji So-yun;Total;Côte d'Ivoire;;Women's;Player
1;;Saki Kumagai;Total;Côte d'Ivoire;;Women's;Player
5;;Sam Kerr;Total;Côte d'Ivoire;;Women's;Player
3;;Wendie Renard;Total;Côte d'Ivoire;;Women's;Player
1;;Caroline Graham Hansen;Total;Croatia;;Women's;Player
1;;Delphine Cascarino;Total;Croatia;;Women's;Player
5;;Dzsenifer Marozsán;Total;Croatia;;Women's;Player
1;;Lucy Bronze;Total;Croatia;;Women's;Player
11;;Pernille Harder;Total;Croatia;;Women's;Player
5;;Vivianne Miedema;Total;Croatia;;Women's;Player
3;;Wendie Renard;Total;Croatia;;Women's;Player
1;;Caroline Graham Hansen;Total;Cuba;;Women's;Player
10;;Delphine Cascarino;Total;Cuba;;Women's;Player
5;;Dzsenifer Marozsán;Total;Cuba;;Women's;Player
3;;Lucy Bronze;Total;Cuba;;Women's;Player
4;;Pernille Harder;Total;Cuba;;Women's;Player
3;;Sam Kerr;Total;Cuba;;Women's;Player
1;;Vivianne Miedema;Total;Cuba;;Women's;Player
3;;Delphine Cascarino;Total;Curaçao;;Women's;Player
2;;Lucy Bronze;Total;Curaçao;;Women's;Player
10;;Vivianne Miedema;Total;Curaçao;;Women's;Player
3;;Wendie Renard;Total;Curaçao;;Women's;Player
2;;Delphine Cascarino;Total;Cyprus;;Women's;Player
3;;Dzsenifer Marozsán;Total;Cyprus;;Women's;Player
1;;Ji So-yun;Total;Cyprus;;Women's;Player
8;;Lucy Bronze;Total;Cyprus;;Women's;Player
5;;Pernille Harder;Total;Cyprus;;Women's;Player
5;;Saki Kumagai;Total;Cyprus;;Women's;Player
3;;Sam Kerr;Total;Cyprus;;Women's;Player
6;;Delphine Cascarino;Total;Czech Republic;;Women's;Player
1;;Jennifer Hermoso;Total;Czech Republic;;Women's;Player
1;;Lucy Bronze;Total;Czech Republic;;Women's;Player
15;;Pernille Harder;Total;Czech Republic;;Women's;Player
1;;Vivianne Miedema;Total;Czech Republic;;Women's;Player
3;;Wendie Renard;Total;Czech Republic;;Women's;Player
1;;Caroline Graham Hansen;Total;Denmark;;Women's;Player
1;;Dzsenifer Marozsán;Total;Denmark;;Women's;Player
1;;Ji So-yun;Total;Denmark;;Women's;Player
10;;Pernille Harder;Total;Denmark;;Women's;Player
3;;Sam Kerr;Total;Denmark;;Women's;Player
11;;Vivianne Miedema;Total;Denmark;;Women's;Player
1;;Dzsenifer Marozsán;Total;Djibouti;;Women's;Player
3;;Ji So-yun;Total;Djibouti;;Women's;Player
3;;Lucy Bronze;Total;Djibouti;;Women's;Player
1;;Sam Kerr;Total;Djibouti;;Women's;Player
10;;Wendie Renard;Total;Djibouti;;Women's;Player
5;;Caroline Graham Hansen;Total;Dominica;;Women's;Player
1;;Delphine Cascarino;Total;Dominica;;Women's;Player
3;;Jennifer Hermoso;Total;Dominica;;Women's;Player
8;;Lucy Bronze;Total;Dominica;;Women's;Player
1;;Pernille Harder;Total;Dominica;;Women's;Player
1;;Delphine Cascarino;Total;Dominican Republic;;Women's;Player
6;;Jennifer Hermoso;Total;Dominican Republic;;Women's;Player
3;;Lucy Bronze;Total;Dominican Republic;;Women's;Player
5;;Sam Kerr;Total;Dominican Republic;;Women's;Player
3;;Wendie Renard;Total;Dominican Republic;;Women's;Player
3;;Delphine Cascarino;Total;Ecuador;;Women's;Player
5;;Dzsenifer Marozsán;Total;Ecuador;;Women's;Player
10;;Lucy Bronze;Total;Ecuador;;Women's;Player
3;;Pernille Harder;Total;Ecuador;;Women's;Player
2;;Sam Kerr;Total;Ecuador;;Women's;Player
3;;Vivianne Miedema;Total;Ecuador;;Women's;Player
1;;Wendie Renard;Total;Ecuador;;Women's;Player
3;;Caroline Graham Hansen;Total;Egypt;;Women's;Player
1;;Delphine Cascarino;Total;Egypt;;Women's;Player
8;;Lucy Bronze;Total;Egypt;;Women's;Player
5;;Pernille Harder;Total;Egypt;;Women's;Player
5;;Sam Kerr;Total;Egypt;;Women's;Player
1;;Vivianne Miedema;Total;Egypt;;Women's;Player
4;;Wendie Renard;Total;Egypt;;Women's;Player
5;;Dzsenifer Marozsán;Total;El Salvador;;Women's;Player
1;;Jennifer Hermoso;Total;El Salvador;;Women's;Player
5;;Lucy Bronze;Total;El Salvador;;Women's;Player
1;;Saki Kumagai;Total;El Salvador;;Women's;Player
6;;Sam Kerr;Total;El Salvador;;Women's;Player
3;;Vivianne Miedema;Total;El Salvador;;Women's;Player
6;;Wendie Renard;Total;El Salvador;;Women's;Player
5;;Dzsenifer Marozsán;Total;England;;Women's;Player
10;;Lucy Bronze;Total;England;;Women's;Player
3;;Pernille Harder;Total;England;;Women's;Player
1;;Saki Kumagai;Total;England;;Women's;Player
8;;Vivianne Miedema;Total;England;;Women's;Player
4;;Caroline Graham Hansen;Total;Equatorial Guinea;;Women's;Player
4;;Delphine Cascarino;Total;Equatorial Guinea;;Women's;Player
3;;Ji So-yun;Total;Equatorial Guinea;;Women's;Player
1;;Lucy Bronze;Total;Equatorial Guinea;;Women's;Player
5;;Pernille Harder;Total;Equatorial Guinea;;Women's;Player
10;;Wendie Renard;Total;Equatorial Guinea;;Women's;Player
10;;Delphine Cascarino;Total;Eritrea;;Women's;Player
3;;Dzsenifer Marozsán;Total;Eritrea;;Women's;Player
4;;Lucy Bronze;Total;Eritrea;;Women's;Player
1;;Vivianne Miedema;Total;Eritrea;;Women's;Player
1;;Dzsenifer Marozsán;Total;Estonia;;Women's;Player
3;;Jennifer Hermoso;Total;Estonia;;Women's;Player
6;;Pernille Harder;Total;Estonia;;Women's;Player
3;;Saki Kumagai;Total;Estonia;;Women's;Player
10;;Vivianne Miedema;Total;Estonia;;Women's;Player
4;;Wendie Renard;Total;Estonia;;Women's;Player
5;;Caroline Graham Hansen;Total;Eswatini;;Women's;Player
1;;Lucy Bronze;Total;Eswatini;;Women's;Player
3;;Sam Kerr;Total;Eswatini;;Women's;Player
3;;Dzsenifer Marozsán;Total;Ethiopia;;Women's;Player
5;;Lucy Bronze;Total;Ethiopia;;Women's;Player
1;;Vivianne Miedema;Total;Ethiopia;;Women's;Player
3;;Caroline Graham Hansen;Total;Faroe Islands;;Women's;Player
4;;Lucy Bronze;Total;Faroe Islands;;Women's;Player
15;;Pernille Harder;Total;Faroe Islands;;Women's;Player
1;;Sam Kerr;Total;Faroe Islands;;Women's;Player
1;;Vivianne Miedema;Total;Faroe Islands;;Women's;Player
3;;Wendie Renard;Total;Faroe Islands;;Women's;Player
1;;Delphine Cascarino;Total;Fiji;;Women's;Player
2;;Ji So-yun;Total;Fiji;;Women's;Player
13;;Lucy Bronze;Total;Fiji;;Women's;Player
5;;Saki Kumagai;Total;Fiji;;Women's;Player
6;;Sam Kerr;Total;Fiji;;Women's;Player
3;;Ji So-yun;Total;Finland;;Women's;Player
15;;Pernille Harder;Total;Finland;;Women's;Player
3;;Vivianne Miedema;Total;Finland;;Women's;Player
6;;Wendie Renard;Total;Finland;;Women's;Player
6;;Delphine Cascarino;Total;France;;Women's;Player
4;;Lucy Bronze;Total;France;;Women's;Player
6;;Pernille Harder;Total;France;;Women's;Player
11;;Wendie Renard;Total;France;;Women's;Player
1;;Delphine Cascarino;Total;Gabon;;Women's;Player
5;;Pernille Harder;Total;Gabon;;Women's;Player
3;;Wendie Renard;Total;Gabon;;Women's;Player
1;;Delphine Cascarino;Total;Gambia;;Women's;Player
3;;Jennifer Hermoso;Total;Gambia;;Women's;Player
6;;Lucy Bronze;Total;Gambia;;Women's;Player
3;;Vivianne Miedema;Total;Gambia;;Women's;Player
5;;Wendie Renard;Total;Gambia;;Women's;Player
10;;Delphine Cascarino;Total;Georgia;;Women's;Player
1;;Dzsenifer Marozsán;Total;Georgia;;Women's;Player
1;;Jennifer Hermoso;Total;Georgia;;Women's;Player
11;;Pernille Harder;Total;Georgia;;Women's;Player
4;;Wendie Renard;Total;Georgia;;Women's;Player
6;;Delphine Cascarino;Total;Germany;;Women's;Player
6;;Dzsenifer Marozsán;Total;Germany;;Women's;Player
2;;Jennifer Hermoso;Total;Germany;;Women's;Player
10;;Pernille Harder;Total;Germany;;Women's;Player
3;;Vivianne Miedema;Total;Germany;;Women's;Player
3;;Delphine Cascarino;Total;Ghana;;Women's;Player
1;;Lucy Bronze;Total;Ghana;;Women's;Player
1;;Pernille Harder;Total;Ghana;;Women's;Player
8;;Vivianne Miedema;Total;Ghana;;Women's;Player
5;;Wendie Renard;Total;Ghana;;Women's;Player
5;;Lucy Bronze;Total;Gibraltar;;Women's;Player
3;;Sam Kerr;Total;Gibraltar;;Women's;Player
1;;Vivianne Miedema;Total;Gibraltar;;Women's;Player
3;;Caroline Graham Hansen;Total;Greece;;Women's;Player
8;;Dzsenifer Marozsán;Total;Greece;;Women's;Player
8;;Pernille Harder;Total;Greece;;Women's;Player
1;;Sam Kerr;Total;Greece;;Women's;Player
1;;Vivianne Miedema;Total;Greece;;Women's;Player
6;;Wendie Renard;Total;Greece;;Women's;Player
5;;Caroline Graham Hansen;Total;Grenada;;Women's;Player
5;;Delphine Cascarino;Total;Grenada;;Women's;Player
6;;Ji So-yun;Total;Grenada;;Women's;Player
1;;Sam Kerr;Total;Grenada;;Women's;Player
1;;Vivianne Miedema;Total;Grenada;;Women's;Player
1;;Dzsenifer Marozsán;Total;Guam;;Women's;Player
3;;Ji So-yun;Total;Guam;;Women's;Player
1;;Pernille Harder;Total;Guam;;Women's;Player
10;;Sam Kerr;Total;Guam;;Women's;Player
3;;Vivianne Miedema;Total;Guam;;Women's;Player
1;;Delphine Cascarino;Total;Guatemala;;Women's;Player
5;;Dzsenifer Marozsán;Total;Guatemala;;Women's;Player
3;;Jennifer Hermoso;Total;Guatemala;;Women's;Player
6;;Lucy Bronze;Total;Guatemala;;Women's;Player
1;;Sam Kerr;Total;Guatemala;;Women's;Player
1;;Vivianne Miedema;Total;Guatemala;;Women's;Player
10;;Wendie Renard;Total;Guatemala;;Women's;Player
6;;Caroline Graham Hansen;Total;Guinea;;Women's;Player
3;;Delphine Cascarino;Total;Guinea;;Women's;Player
3;;Lucy Bronze;Total;Guinea;;Women's;Player
15;;Wendie Renard;Total;Guinea;;Women's;Player
5;;Delphine Cascarino;Total;Guinea-Bissau;;Women's;Player
3;;Lucy Bronze;Total;Guinea-Bissau;;Women's;Player
1;;Wendie Renard;Total;Guinea-Bissau;;Women's;Player
1;;Caroline Graham Hansen;Total;Guyana;;Women's;Player
1;;Delphine Cascarino;Total;Guyana;;Women's;Player
3;;Jennifer Hermoso;Total;Guyana;;Women's;Player
3;;Ji So-yun;Total;Guyana;;Women's;Player
6;;Lucy Bronze;Total;Guyana;;Women's;Player
3;;Saki Kumagai;Total;Guyana;;Women's;Player
10;;Sam Kerr;Total;Guyana;;Women's;Player
5;;Delphine Cascarino;Total;Haiti;;Women's;Player
3;;Dzsenifer Marozsán;Total;Haiti;;Women's;Player
1;;Lucy Bronze;Total;Haiti;;Women's;Player
3;;Pernille Harder;Total;Haiti;;Women's;Player
1;;Sam Kerr;Total;Haiti;;Women's;Player
5;;Wendie Renard;Total;Haiti;;Women's;Player
3;;Caroline Graham Hansen;Total;Honduras;;Women's;Player
4;;Delphine Cascarino;Total;Honduras;;Women's;Player
5;;Dzsenifer Marozsán;Total;Honduras;;Women's;Player
1;;Jennifer Hermoso;Total;Honduras;;Women's;Player
8;;Lucy Bronze;Total;Honduras;;Women's;Player
6;;Wendie Renard;Total;Honduras;;Women's;Player
3;;Caroline Graham Hansen;Total;Hong Kong;;Women's;Player
3;;Ji So-yun;Total;Hong Kong;;Women's;Player
7;;Saki Kumagai;Total;Hong Kong;;Women's;Player
8;;Sam Kerr;Total;Hong Kong;;Women's;Player
5;;Vivianne Miedema;Total;Hong Kong;;Women's;Player
1;;Wendie Renard;Total;Hong Kong;;Women's;Player
3;;Caroline Graham Hansen;Total;Hungary;;Women's;Player
6;;Dzsenifer Marozsán;Total;Hungary;;Women's;Player
5;;Lucy Bronze;Total;Hungary;;Women's;Player
8;;Pernille Harder;Total;Hungary;;Women's;Player
3;;Saki Kumagai;Total;Hungary;;Women's;Player
1;;Vivianne Miedema;Total;Hungary;;Women's;Player
1;;Wendie Renard;Total;Hungary;;Women's;Player
1;;Caroline Graham Hansen;Total;Iceland;;Women's;Player
3;;Dzsenifer Marozsán;Total;Iceland;;Women's;Player
3;;Lucy Bronze;Total;Iceland;;Women's;Player
11;;Pernille Harder;Total;Iceland;;Women's;Player
9;;Wendie Renard;Total;Iceland;;Women's;Player
1;;Ji So-yun;Total;India;;Women's;Player
6;;Lucy Bronze;Total;India;;Women's;Player
1;;Saki Kumagai;Total;India;;Women's;Player
5;;Sam Kerr;Total;India;;Women's;Player
6;;Vivianne Miedema;Total;India;;Women's;Player
8;;Wendie Renard;Total;India;;Women's;Player
1;;Caroline Graham Hansen;Total;Indonesia;;Women's;Player
3;;Delphine Cascarino;Total;Indonesia;;Women's;Player
6;;Lucy Bronze;Total;Indonesia;;Women's;Player
3;;Saki Kumagai;Total;Indonesia;;Women's;Player
5;;Sam Kerr;Total;Indonesia;;Women's;Player
4;;Caroline Graham Hansen;Total;IR Iran;;Women's;Player
1;;Dzsenifer Marozsán;Total;IR Iran;;Women's;Player
6;;Lucy Bronze;Total;IR Iran;;Women's;Player
10;;Saki Kumagai;Total;IR Iran;;Women's;Player
6;;Vivianne Miedema;Total;IR Iran;;Women's;Player
5;;Ji So-yun;Total;Iraq;;Women's;Player
3;;Lucy Bronze;Total;Iraq;;Women's;Player
1;;Vivianne Miedema;Total;Iraq;;Women's;Player
1;;Delphine Cascarino;Total;Israel;;Women's;Player
3;;Lucy Bronze;Total;Israel;;Women's;Player
9;;Pernille Harder;Total;Israel;;Women's;Player
3;;Sam Kerr;Total;Israel;;Women's;Player
6;;Vivianne Miedema;Total;Israel;;Women's;Player
5;;Wendie Renard;Total;Israel;;Women's;Player
2;;Caroline Graham Hansen;Total;Italy;;Women's;Player
6;;Lucy Bronze;Total;Italy;;Women's;Player
15;;Pernille Harder;Total;Italy;;Women's;Player
3;;Saki Kumagai;Total;Italy;;Women's;Player
1;;Vivianne Miedema;Total;Italy;;Women's;Player
3;;Delphine Cascarino;Total;Jamaica;;Women's;Player
1;;Dzsenifer Marozsán;Total;Jamaica;;Women's;Player
10;;Lucy Bronze;Total;Jamaica;;Women's;Player
4;;Pernille Harder;Total;Jamaica;;Women's;Player
1;;Sam Kerr;Total;Jamaica;;Women's;Player
5;;Vivianne Miedema;Total;Jamaica;;Women's;Player
3;;Wendie Renard;Total;Jamaica;;Women's;Player
1;;Caroline Graham Hansen;Total;Japan;;Women's;Player
1;;Dzsenifer Marozsán;Total;Japan;;Women's;Player
5;;Ji So-yun;Total;Japan;;Women's;Player
3;;Lucy Bronze;Total;Japan;;Women's;Player
3;;Pernille Harder;Total;Japan;;Women's;Player
5;;Saki Kumagai;Total;Japan;;Women's;Player
1;;Vivianne Miedema;Total;Japan;;Women's;Player
8;;Wendie Renard;Total;Japan;;Women's;Player
4;;Ji So-yun;Total;Jordan;;Women's;Player
10;;Lucy Bronze;Total;Jordan;;Women's;Player
3;;Sam Kerr;Total;Jordan;;Women's;Player
1;;Wendie Renard;Total;Jordan;;Women's;Player
5;;Caroline Graham Hansen;Total;Kazakhstan;;Women's;Player
2;;Delphine Cascarino;Total;Kazakhstan;;Women's;Player
5;;Dzsenifer Marozsán;Total;Kazakhstan;;Women's;Player
3;;Jennifer Hermoso;Total;Kazakhstan;;Women's;Player
4;;Lucy Bronze;Total;Kazakhstan;;Women's;Player
3;;Pernille Harder;Total;Kazakhstan;;Women's;Player
5;;Wendie Renard;Total;Kazakhstan;;Women's;Player
5;;Caroline Graham Hansen;Total;Kenya;;Women's;Player
6;;Delphine Cascarino;Total;Kenya;;Women's;Player
1;;Dzsenifer Marozsán;Total;Kenya;;Women's;Player
3;;Ji So-yun;Total;Kenya;;Women's;Player
6;;Lucy Bronze;Total;Kenya;;Women's;Player
1;;Saki Kumagai;Total;Kenya;;Women's;Player
5;;Wendie Renard;Total;Kenya;;Women's;Player
8;;Lucy Bronze;Total;Korea DPR;;Women's;Player
1;;Sam Kerr;Total;Korea DPR;;Women's;Player
3;;Vivianne Miedema;Total;Korea DPR;;Women's;Player
